0001.jpg,731,486,986,766,wrench
0001.jpg,1064,423,1265,614,face
0002.jpg,785,130,1105,429,factory
0002.jpg,226,269,573,573,fire
0003.jpg,478,622,744,806,flag
0003.jpg,1064,122,1393,404,fire
0004.jpg,348,106,617,380,fire
0005.jpg,71,567,285,785,t-shirt
0005.jpg,76,149,296,345,monitor
0005.jpg,964,71,1138,309,wrench
0007.jpg,554,540,801,801,factory
0008.jpg,1238,252,1485,505,t-shirt
0008.jpg,777,402,1051,657,person
0009.jpg,622,380,826,573,key
0009.jpg,85,190,405,478,scissors
0010.jpg,1007,380,1279,603,wrench
0010.jpg,144,68,429,326,t-shirt
0013.jpg,55,304,332,562,factory
0013.jpg,410,429,660,671,fire
0013.jpg,443,122,652,312,lock
0013.jpg,1184,524,1499,768,flag
0014.jpg,839,407,1113,671,t-shirt
0014.jpg,470,586,744,831,lock
0015.jpg,389,90,603,244,wrench
0015.jpg,337,535,535,725,fire
0015.jpg,663,182,902,404,clock
0017.jpg,133,163,416,429,clock
0018.jpg,299,92,549,339,flag
0019.jpg,60,285,313,516,hand
0020.jpg,541,540,820,858,key
0020.jpg,891,163,1176,404,clock
0020.jpg,959,478,1173,757,wrench
0022.jpg,112,163,405,451,scissors
0022.jpg,706,87,969,350,person
0023.jpg,1024,106,1271,337,paper
0024.jpg,112,252,399,500,bucket
0024.jpg,516,551,782,809,fire
0025.jpg,95,508,437,804,bucket
0025.jpg,128,136,443,413,clock
0026.jpg,1214,540,1496,833,person
0026.jpg,370,71,676,326,lock
0027.jpg,614,138,956,559,hand
0027.jpg,1192,483,1501,763,face
0028.jpg,1263,578,1496,801,lock
0029.jpg,638,535,964,820,factory
0029.jpg,1170,508,1428,779,person
0029.jpg,511,92,714,320,lock
0030.jpg,418,557,725,823,factory
0031.jpg,1159,62,1499,377,factory
0032.jpg,904,274,1233,576,hand
0032.jpg,492,551,758,798,face
0032.jpg,456,100,750,402,person
0034.jpg,1029,130,1309,421,lock
0035.jpg,120,174,359,489,wrench
0036.jpg,622,76,896,350,person
0036.jpg,1170,459,1504,787,wrench
0036.jpg,663,432,926,690,fire
0036.jpg,1040,117,1290,423,hand
0037.jpg,785,483,1089,814,hand
0037.jpg,774,179,1013,423,monitor
0037.jpg,1111,92,1458,440,lock
0038.jpg,33,125,323,350,hand
0038.jpg,171,464,448,733,face
0039.jpg,831,654,1051,801,wrench
0039.jpg,1075,293,1404,603,face
0040.jpg,934,603,1203,850,face
0040.jpg,136,481,389,709,scissors
0041.jpg,418,353,636,576,fire
0041.jpg,877,478,1130,747,scissors
0042.jpg,1097,174,1431,529,factory
0042.jpg,171,166,454,489,flag
0042.jpg,82,559,367,844,monitor
0043.jpg,975,508,1249,768,hand
0043.jpg,131,41,402,299,monitor
